Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Min,Bwd Packet Length Max,Bwd Packet Length Min,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Min,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Fwd PSH Flags,Bwd Packets/s,Min Packet Length,FIN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,min_seg_size_forward,Active Mean,Active Std,Idle Std,Label_cleaned
118,1,0,0,0,0,0.0,16949.15254,118.0,118,0,0,0.0,0,8474.576271,0,0,0,0,1,0,1,130,65535,32,0.0,0.0,0.0,0
239,1,0,0,0,0,0.0,8368.200837,239.0,239,0,0,0.0,0,4184.100418,0,0,0,0,1,0,1,130,65535,32,0.0,0.0,0.0,0
1,3,0,0,0,0,0.0,3000000.0,0.5,0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,130,-1,32,0.0,0.0,0.0,0
1,2,0,0,0,0,0.0,2000000.0,1.0,1,1,0,0.0,0,0.0,0,0,0,0,1,0,0,130,-1,32,0.0,0.0,0.0,0
4,2,248,31,0,0,62000000.0,500000.0,4.0,4,4,0,0.0,1,0.0,31,0,0,0,1,0,0,237,-1,20,0.0,0.0,0.0,0
5,3,254,6,0,0,50800000.0,600000.0,2.5,1,1,0,0.0,1,0.0,6,0,0,0,1,0,0,123,-1,20,0.0,0.0,0.0,0
4,2,12,6,0,0,3000000.0,500000.0,4.0,4,4,0,0.0,0,0.0,6,0,0,0,1,0,0,35095,-1,20,0.0,0.0,0.0,0
4,3,43,6,0,0,10800000.0,750000.0,2.0,1,1,0,0.0,0,0.0,6,0,0,0,1,0,0,65,-1,20,0.0,0.0,0.0,0
54,1,0,0,0,0,0.0,37037.03704,54.0,54,0,0,0.0,0,18518.51852,0,0,0,0,1,1,1,59,439,32,0.0,0.0,0.0,0
42,3,43,6,0,0,1023809.524,71428.57143,21.0,3,3,0,0.0,0,0.0,6,0,0,0,1,0,0,64,-1,20,0.0,0.0,0.0,0
4,2,37,6,0,0,9250000.0,500000.0,4.0,4,4,0,0.0,1,0.0,6,0,0,0,1,0,0,60,-1,20,0.0,0.0,0.0,0
3,2,37,6,0,0,12300000.0,666666.6667,3.0,3,3,0,0.0,1,0.0,6,0,0,0,1,0,0,60,-1,20,0.0,0.0,0.0,0
3,2,37,6,0,0,12300000.0,666666.6667,3.0,3,3,0,0.0,1,0.0,6,0,0,0,1,0,0,62,-1,20,0.0,0.0,0.0,0
737,2,37,6,6,6,58344.64043,4070.556309,368.5,149,737,0,0.0,1,1356.852103,6,0,0,0,1,0,0,62,0,20,0.0,0.0,0.0,0
3,2,37,6,0,0,12300000.0,666666.6667,3.0,3,3,0,0.0,1,0.0,6,0,0,0,1,0,0,62,-1,20,0.0,0.0,0.0,0
3,2,37,6,0,0,12300000.0,666666.6667,3.0,3,3,0,0.0,1,0.0,6,0,0,0,1,0,0,60,-1,20,0.0,0.0,0.0,0
3,2,37,6,0,0,12300000.0,666666.6667,3.0,3,3,0,0.0,1,0.0,6,0,0,0,1,0,0,62,-1,20,0.0,0.0,0.0,0
276,3,43,6,0,0,155797.1014,10869.56522,138.0,2,2,0,0.0,0,0.0,6,0,0,0,1,0,0,62,-1,20,0.0,0.0,0.0,0
3,2,12,6,0,0,4000000.0,666666.6667,3.0,3,3,0,0.0,0,0.0,6,0,0,0,1,0,0,40905,-1,20,0.0,0.0,0.0,0
3,2,12,6,0,0,4000000.0,666666.6667,3.0,3,3,0,0.0,0,0.0,6,0,0,0,1,0,0,40905,-1,20,0.0,0.0,0.0,0
1,2,12,6,0,0,12000000.0,2000000.0,1.0,1,1,0,0.0,0,0.0,6,0,0,0,1,0,0,5114,-1,20,0.0,0.0,0.0,0
105,1,6,6,6,6,114285.7143,19047.61905,105.0,105,0,0,0.0,0,9523.809524,6,0,0,0,1,1,1,1024,274,20,0.0,0.0,0.0,0
66,1,6,6,6,6,181818.1818,30303.0303,66.0,66,0,0,0.0,0,15151.51515,6,0,0,0,1,1,1,1024,274,20,0.0,0.0,0.0,0
68,1,6,6,6,6,176470.5882,29411.76471,68.0,68,0,0,0.0,0,14705.88235,6,0,0,0,1,1,1,1024,320,20,0.0,0.0,0.0,0
48,2,12,6,0,0,250000.0,41666.66667,48.0,48,48,0,0.0,0,0.0,6,0,0,0,1,0,0,23,-1,20,0.0,0.0,0.0,0
3,2,12,6,0,0,4000000.0,666666.6667,3.0,3,3,0,0.0,0,0.0,6,0,0,0,1,0,0,360,-1,20,0.0,0.0,0.0,0
3,2,12,6,0,0,4000000.0,666666.6667,3.0,3,3,0,0.0,0,0.0,6,0,0,0,1,0,0,385,-1,20,0.0,0.0,0.0,0
16,1,6,6,6,6,750000.0,125000.0,16.0,16,0,0,0.0,0,62500.0,6,0,0,0,1,1,1,351,258,20,0.0,0.0,0.0,0
63,1,6,6,6,6,190476.1905,31746.03175,63.0,63,0,0,0.0,0,15873.01587,6,0,0,0,1,1,1,360,255,20,0.0,0.0,0.0,0
17,1,6,6,6,6,705882.3529,117647.0588,17.0,17,0,0,0.0,0,58823.52941,6,0,0,0,1,1,1,360,255,20,0.0,0.0,0.0,0
123,1,6,6,6,6,97560.97561,16260.1626,123.0,123,0,0,0.0,0,8130.081301,6,0,0,0,1,1,1,360,255,20,0.0,0.0,0.0,0
4,2,12,6,0,0,3000000.0,500000.0,4.0,4,4,0,0.0,0,0.0,6,0,0,0,1,0,0,360,-1,20,0.0,0.0,0.0,0
4,2,12,6,0,0,3000000.0,500000.0,4.0,4,4,0,0.0,0,0.0,6,0,0,0,1,0,0,360,-1,20,0.0,0.0,0.0,0
49,2,12,6,0,0,244897.9592,40816.32653,49.0,49,49,0,0.0,0,0.0,6,0,0,0,1,0,0,351,-1,20,0.0,0.0,0.0,0
3,2,12,6,0,0,4000000.0,666666.6667,3.0,3,3,0,0.0,0,0.0,6,0,0,0,1,0,0,377,-1,20,0.0,0.0,0.0,0
46,1,0,0,0,0,0.0,43478.26087,46.0,46,0,0,0.0,0,21739.13043,0,0,0,0,1,1,1,340,229,32,0.0,0.0,0.0,0
3,2,12,6,0,0,4000000.0,666666.6667,3.0,3,3,0,0.0,0,0.0,6,0,0,0,1,0,0,424,-1,20,0.0,0.0,0.0,0
3,2,12,6,0,0,4000000.0,666666.6667,3.0,3,3,0,0.0,0,0.0,6,0,0,0,1,0,0,360,-1,20,0.0,0.0,0.0,0
251170,3,18,6,0,0,71.66460963,11.9441016,125585.0,4,4,0,0.0,0,0.0,6,0,0,0,1,1,0,351,-1,20,0.0,0.0,0.0,0
49,2,12,6,0,0,244897.9592,40816.32653,49.0,49,49,0,0.0,0,0.0,6,0,0,0,1,0,0,360,-1,20,0.0,0.0,0.0,0
62,1,0,0,0,0,0.0,32258.06452,62.0,62,0,0,0.0,0,16129.03226,0,0,0,0,1,1,1,378,558,32,0.0,0.0,0.0,0
175,2,12,6,6,6,102857.1429,17142.85714,87.5,71,175,0,0.0,0,5714.285714,6,0,0,0,1,0,0,360,255,20,0.0,0.0,0.0,0
37,1,0,0,0,0,0.0,54054.05405,37.0,37,0,0,0.0,0,27027.02703,0,0,0,0,1,1,1,340,586,32,0.0,0.0,0.0,0
3,2,12,6,0,0,4000000.0,666666.6667,3.0,3,3,0,0.0,0,0.0,6,0,0,0,1,0,0,40929,-1,20,0.0,0.0,0.0,0
3,2,12,6,0,0,4000000.0,666666.6667,3.0,3,3,0,0.0,0,0.0,6,0,0,0,1,0,0,40929,-1,20,0.0,0.0,0.0,0
96,1,6,6,6,6,125000.0,20833.33333,96.0,96,0,0,0.0,0,10416.66667,6,0,0,0,1,1,1,16384,256,20,0.0,0.0,0.0,0
1,2,12,6,0,0,12000000.0,2000000.0,1.0,1,1,0,0.0,0,0.0,6,0,0,0,1,0,0,5574,-1,20,0.0,0.0,0.0,0
48,2,12,6,0,0,250000.0,41666.66667,48.0,48,48,0,0.0,0,0.0,6,0,0,0,1,0,0,4737,-1,20,0.0,0.0,0.0,0
1,2,12,6,0,0,12000000.0,2000000.0,1.0,1,1,0,0.0,0,0.0,6,0,0,0,1,0,0,4737,-1,20,0.0,0.0,0.0,0
999588,2,12,6,0,0,12.00494604,2.00082434,999588.0,999588,999588,0,0.0,0,0.0,6,0,0,0,1,0,0,4737,-1,20,0.0,0.0,0.0,0
75,1,6,6,6,6,160000.0,26666.66667,75.0,75,0,0,0.0,0,13333.33333,6,0,0,0,1,0,1,4737,63668,20,0.0,0.0,0.0,0
32,1,6,6,6,6,375000.0,62500.0,32.0,32,0,0,0.0,0,31250.0,6,0,0,0,1,0,1,4737,64189,20,0.0,0.0,0.0,0
71693,2,74,37,88,88,3487.09079,55.79345264,23897.66667,3,47,3,3.0,0,27.89672632,37,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
60738,2,74,37,100,100,4511.179163,65.85663012,20246.0,2,2,4,4.0,0,32.92831506,37,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
126188,20,176,0,52,0,4881.605224,356.6107712,2867.909091,1,1,126048,5252.0,0,198.1170951,0,0,0,1,0,0,1,29200,227,32,0.0,0.0,0.0,0
8003,15,19897,0,0,0,2486192.678,2624.015994,400.15,1,2,6663,1332.6,0,749.7188554,0,0,0,1,0,0,0,29200,362,32,0.0,0.0,0.0,0
1,2,617,0,0,0,617000000.0,2000000.0,1.0,1,1,0,0.0,1,0.0,0,0,0,0,1,0,0,229,-1,32,0.0,0.0,0.0,0
50,1,0,0,0,0,0.0,60000.0,25.0,2,0,48,48.0,0,40000.0,0,0,0,0,1,1,2,229,227,32,0.0,0.0,0.0,0
75,3,4,0,4,4,106666.6667,53333.33333,25.0,3,3,0,0.0,1,13333.33333,0,0,0,0,1,0,0,302,302,32,0.0,0.0,0.0,0
208,4,46,0,0,0,221153.8462,19230.76923,69.33333333,4,4,0,0.0,0,0.0,0,0,0,0,1,0,0,306,-1,32,0.0,0.0,0.0,0
514004,3,0,0,6,6,11.67306091,7.782040607,171334.6667,2,2,0,0.0,0,1.945510152,0,0,0,0,1,1,0,1444,0,32,0.0,0.0,0.0,0
60130920,5,216,0,1527,0,29.08653318,0.133043033,8590131.429,28,29,25530,12765.0,0,0.049891138,0,0,0,1,0,0,0,8192,946,20,0.0,0.0,0.0,0
60130912,5,213,0,1613,0,30.46685871,0.133043051,8590130.286,35,35,26004,13002.0,0,0.049891144,0,0,0,1,0,0,0,8192,946,20,0.0,0.0,0.0,0
3895966,5,135,6,46,46,46.45831098,1.540054508,779193.2,4,4,0,0.0,1,0.256675751,6,0,0,0,1,0,0,258,360,20,0.0,0.0,0.0,0
3895242,5,135,6,46,46,46.46694608,1.540340754,779048.4,3,3,0,0.0,1,0.256723459,6,0,0,0,1,0,0,258,360,20,0.0,0.0,0.0,0
3896308,5,135,6,46,46,46.45423308,1.539919329,779261.6,3,3,0,0.0,1,0.256653221,6,0,0,0,1,0,0,257,424,20,0.0,0.0,0.0,0
3895052,5,135,6,46,46,46.46921273,1.540415892,779010.4,3,3,0,0.0,1,0.256735982,6,0,0,0,1,0,0,255,360,20,0.0,0.0,0.0,0
3896461,5,135,6,46,46,46.45240899,1.539858862,779292.2,49,49,0,0.0,1,0.256643144,6,0,0,0,1,0,0,255,360,20,0.0,0.0,0.0,0
31020664,8,372,41,157,69,26.56293882,0.386838915,2820060.364,1,1,31000000,10300000.0,0,0.128946305,41,0,0,0,0,0,0,-1,-1,20,46735.0,0.0,0.0,0
83718,4,184,46,150,150,5781.313457,71.66917509,16743.6,1,1,48,48.0,0,23.88972503,46,0,0,0,0,0,0,-1,-1,20,0.0,0.0,0.0,0
10706606,29,8142,0,420,0,1154.614263,4.950214849,205896.2692,0,0,10700000,465499.4348,0,2.241606724,0,0,0,1,0,0,0,8192,2050,20,3591908.0,0.0,0.0,0
60166984,6,237,0,2920,0,80.27658491,0.16620411,6685220.444,23,23,86807,28935.66667,0,0.066481644,0,0,0,1,0,0,0,8192,946,20,0.0,0.0,0.0,0
24027,2,68,34,50,50,6992.133849,166.4793774,8009.0,4,4,4,4.0,0,83.23968868,34,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
1029807,3,0,0,6,6,17.47900335,5.826334449,205961.4,524,513339,1029283,514641.5,0,2.913167225,0,0,0,1,0,0,1,8192,0,28,0.0,0.0,0.0,0
2979847,2,0,0,0,0,0.0,1.006763099,1489923.5,15056,2979847,0,0.0,0,0.3355877,0,0,0,0,1,0,0,437,63,32,0.0,0.0,0.0,0
28315,1,6,6,6,6,423.8036376,70.63393961,28315.0,28315,0,0,0.0,0,35.3169698,6,0,0,0,1,1,1,274,1024,20,0.0,0.0,0.0,0
28466,1,6,6,6,6,421.5555399,70.25925666,28466.0,28466,0,0,0.0,0,35.12962833,6,0,0,0,1,1,1,274,1024,20,0.0,0.0,0.0,0
101027175,14,1029,0,456,0,19.99462026,0.257356498,4041087.0,1,1,101000000,9176957.273,1,0.118779922,0,0,0,0,1,0,0,428,407,32,1048172.0,1296391.188,12900000.0,0
330,2,74,37,99,99,824242.4242,12121.21212,110.0,1,1,2,2.0,0,6060.606061,37,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
221,2,74,37,53,53,814479.638,18099.54751,73.66666667,3,47,3,3.0,0,9049.773756,37,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
302,2,70,35,230,230,1754966.887,13245.03311,100.6666667,2,2,48,48.0,0,6622.516556,35,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
283,2,70,35,230,230,1872791.519,14134.27562,94.33333333,4,4,4,4.0,0,7067.137809,35,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
166,2,70,35,151,151,2240963.855,24096.38554,55.33333333,2,4,2,2.0,0,12048.19277,35,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
275,2,80,40,145,145,1345454.545,14545.45455,91.66666667,3,4,3,3.0,0,7272.727273,40,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
266,2,80,40,163,163,1526315.789,15037.59398,88.66666667,1,1,2,2.0,0,7518.796992,40,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
102033,2,64,32,98,98,2548.195192,39.20300295,34011.0,1,1,11,11.0,0,19.60150148,32,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
51453,2,64,32,102,102,5208.637009,77.74085087,17151.0,3,3,3,3.0,0,38.87042544,32,0,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
1140,2,72,36,123,123,278947.3684,3508.77193,380.0,4,12,4,4.0,0,1754.385965,36,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
293,2,72,36,164,164,1365187.713,13651.87713,97.66666667,3,3,3,3.0,0,6825.938567,36,0,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
1333970,41,2664,0,976,0,7210.057198,62.22028981,16267.92683,1,1,382495,9329.146341,0,31.48496593,0,0,0,1,0,0,1,29200,243,32,0.0,0.0,0.0,0
187,1,0,0,0,0,0.0,10695.18717,187.0,187,0,0,0.0,0,5347.593583,0,0,0,0,1,1,1,290,243,32,0.0,0.0,0.0,0
1335604,41,2728,0,976,0,7009.562715,62.14416848,16287.85366,0,1,380063,9269.829268,0,31.4464467,0,0,0,1,0,0,1,29200,243,32,0.0,0.0,0.0,0
111,1,0,0,0,0,0.0,18018.01802,111.0,111,0,0,0.0,0,9009.009009,0,0,0,0,1,1,1,290,243,32,0.0,0.0,0.0,0
143347,47,1325,0,2896,0,767898.8748,746.4404557,1352.330189,1,1,120283,2038.694915,0,418.5647415,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
143899,46,1325,0,4344,0,774918.5192,722.7291364,1397.07767,1,2,120525,2114.473684,0,403.0604799,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142605,45,1325,0,4344,0,771894.3936,722.274815,1398.088235,2,17,119443,2095.491228,0,406.717857,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142499,46,1313,0,4344,0,711415.5187,694.7417175,1454.071429,1,4,118650,2281.730769,0,371.9324346,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
23828,27,162,6,2896,0,2498321.303,2434.11113,418.0350877,0,1,23755,791.8333333,0,1300.990431,0,1,0,0,0,0,1,0,61,20,0.0,0.0,0.0,0
119090,23,1169,0,2896,0,387891.5106,428.2475439,2381.8,2,48,95911,3552.259259,0,235.1162986,0,0,0,1,0,0,1,29200,61,32,0.0,0.0,0.0,0
23841,26,156,6,4344,0,2496707.353,2390.83931,425.7321429,1,2,23731,791.0333333,0,1300.281028,0,1,0,0,0,0,1,0,61,20,0.0,0.0,0.0,0
199037,47,1325,0,2896,0,509322.3873,552.661063,1826.027523,0,0,175945,2837.822581,0,316.5240634,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142923,46,1307,0,2896,0,678771.0865,741.6580956,1361.171429,0,1,119510,2025.59322,0,419.8064692,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
446800,23,1169,0,2896,0,100147.7171,114.1450313,8936.0,1,49,423469,15684.03704,0,62.66786034,0,0,0,1,0,0,1,29200,61,32,0.0,0.0,0.0,0
141851,47,1325,0,4344,0,704443.3948,719.0643704,1404.465347,0,2,118810,2200.185185,0,387.7307879,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
145376,51,1331,0,4344,0,767086.7268,763.5373101,1321.6,1,1,121913,2066.322034,0,412.7228703,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142904,47,1313,0,4344,0,739699.3786,720.7635895,1401.019608,1,48,119777,2177.763636,0,391.8714662,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142508,50,1331,0,2896,0,741881.1575,764.8693407,1319.518519,1,1,119506,2060.448276,0,414.0118449,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142561,48,1319,0,4344,0,782149.3957,750.5559024,1344.915094,0,1,119649,2062.913793,0,413.8579275,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142389,52,1337,0,2896,0,783220.614,786.5776148,1282.783784,1,1,119083,2018.355932,0,421.3808651,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142403,45,1319,0,4344,0,739036.3967,723.2993687,1396.107843,1,1,119460,2095.789474,0,407.2947901,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142089,45,1313,0,4344,0,743942.1771,703.7842479,1435.242424,1,1,119063,2204.87037,0,387.0813363,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142098,49,1325,0,2896,0,743979.5071,753.0014497,1340.54717,1,1,118959,2087.0,0,408.1690101,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
128912,21,1169,0,2896,0,347105.0019,364.5897977,2802.434783,1,2,105920,4236.8,0,201.6879732,0,0,0,1,0,0,1,29200,61,32,0.0,0.0,0.0,0
143215,50,1337,0,4344,0,778703.3481,775.0584785,1301.954545,1,1,120300,2005.0,0,425.9330377,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
185921,48,1337,0,4344,0,576470.6515,570.1346271,1770.67619,1,2,162838,2856.807018,0,311.9604563,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
131198,29,1169,0,4344,0,716306.651,602.1433254,1682.025641,0,18,100738,2055.877551,0,381.1033705,0,0,0,1,0,0,1,29200,61,32,0.0,0.0,0.0,0
187746,48,1331,0,4344,0,539984.8732,596.5506589,1691.405405,0,1,164235,2606.904762,0,340.8860908,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
188450,47,1325,0,2896,0,537935.792,562.4834174,1794.761905,1,1,165253,2849.189655,0,313.0803927,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
300724,49,1325,0,2896,0,346776.4462,379.0851412,2661.274336,0,1,276439,4319.359375,0,216.1450366,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
195652,49,1343,0,2896,0,547829.8203,557.1116063,1811.592593,1,1,172455,2922.966102,0,306.6669393,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
143173,51,1337,0,2896,0,738477.2269,761.3167287,1325.675926,1,1,120199,2108.754386,0,405.1043144,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142748,47,1325,0,4344,0,771121.1365,728.5566173,1385.902913,1,1,119745,2138.303571,0,399.3050691,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142235,47,1319,0,4344,0,722860.0555,731.1843077,1380.92233,2,48,119085,2126.517857,0,400.7452455,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
152597,42,1283,0,4344,0,635582.613,609.4484164,1658.663043,2,48,119066,2381.32,0,334.2136477,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142263,47,1331,0,4344,0,743158.7974,738.0696316,1367.913462,0,2,119294,2092.877193,0,407.695606,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142478,49,1325,0,2896,0,741995.2554,743.9745083,1356.933333,2,48,119519,2134.267857,0,400.0617639,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
125417,29,1169,0,4344,0,795506.1913,669.7656618,1511.048193,0,89,99847,1849.018519,0,438.5370404,0,0,0,1,0,0,1,29200,61,32,0.0,0.0,0.0,0
188411,43,1313,0,4344,0,568724.756,541.3696653,1865.455446,0,1,165211,2848.465517,0,313.1451985,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
141785,44,1313,0,2896,0,670726.8047,698.2402934,1446.785714,1,1,118889,2201.648148,0,387.9112741,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
155181,78,1457,0,4344,0,1400686.94,1185.712168,847.9836066,0,3,131946,1256.628571,0,683.0733144,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
200946,47,1325,0,2896,0,504483.7917,512.5755178,1970.058824,1,1,177806,3232.836364,0,278.6818349,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142298,45,1301,0,4344,0,742765.1829,702.7505657,1437.353535,1,1,119347,2210.12963,0,386.5128111,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
196861,44,1319,0,4344,0,544343.4708,518.132083,1949.118812,1,1,173811,3049.315789,0,294.6241257,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
197144,45,1313,0,4344,0,514152.0919,512.3158706,1971.44,1,48,174147,3166.309091,0,284.0563243,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142230,53,1343,0,2896,0,784138.3674,801.5186669,1258.672566,1,1,119255,1987.583333,0,428.8827955,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
143922,46,1313,0,4344,0,774711.302,729.561846,1383.865385,1,1,120741,2081.741379,0,409.9442754,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142755,47,1331,0,4344,0,771125.3546,742.5309096,1359.571429,0,1,119765,2064.913793,0,413.2955063,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
124970,31,1169,0,4344,0,775178.0427,648.1555573,1562.125,2,48,100070,2042.244898,0,400.096023,0,0,0,1,0,0,1,29200,61,32,0.0,0.0,0.0,0
142117,47,1325,0,4344,0,733789.7648,710.6820437,1421.17,0,2,119075,2246.698113,0,379.9686174,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142224,45,1307,0,4344,0,733111.1486,696.0850489,1451.265306,1,1,119220,2249.433962,0,379.682754,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
143176,48,1319,0,2896,0,738336.034,733.3631335,1376.692308,1,48,119920,2141.428571,0,398.1114153,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
142472,47,1319,0,4344,0,782637.992,786.1193778,1283.531532,0,0,119322,1864.40625,0,456.2299961,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
185687,47,1325,0,4344,0,577132.4864,570.8531023,1768.447619,1,1,162498,2801.689655,0,317.7389909,0,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
