Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Min,Bwd Packet Length Max,Bwd Packet Length Min,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Min,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Fwd PSH Flags,Bwd Packets/s,Min Packet Length,FIN Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,min_seg_size_forward,Active Mean,Active Std,Idle Std,Label_cleaned
1335604,41,2728,0,976,0,7009.562715,62.14416848,16287.85366,0,1,380063,9269.829268,0,31.4464467,0,0,1,0,0,1,29200,243,32,0.0,0.0,0.0,0
4699090,5,30,6,0,0,6.384214816,1.064035803,1174772.5,257,257,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
60590,4,156,39,67,67,4786.268361,99.02624195,12118.0,4,4,48,48.0,0,33.00874732,39,0,0,0,0,0,-1,-1,32,0.0,0.0,0.0,0
71953346,9,62,0,8760,0,162.0911417,0.180672626,5996112.167,49,49,1363507,454502.3333,0,0.055591577,0,0,0,1,0,0,256,229,20,2034737.0,0.0,0.0,1
142273,47,1319,0,4344,0,722666.9853,709.9027925,1422.73,1,48,119205,2249.150943,0,379.5519881,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
3,2,0,0,0,0,0.0,666666.6667,3.0,3,3,0,0.0,0,0.0,0,0,0,1,0,0,4969,-1,32,0.0,0.0,0.0,0
23845,1,55,55,116,116,7171.314741,83.87502621,23845.0,23845,0,0,0.0,0,41.93751311,55,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
157,2,70,35,51,51,1095541.401,25477.70701,52.33333333,3,3,4,4.0,0,12738.8535,35,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
29940,3,26,0,8675,0,388543.7542,267.2010688,4277.142857,3,30,29863,7465.75,0,167.000668,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
47050702,54,2605,0,4380,0,1824.92495,2.614201165,385661.4918,0,18,47000000,691285.6471,0,1.466503093,0,0,1,0,0,1,8192,198,20,1102124.5,1399029.858,2392942.686,0
1657607,4,24,6,0,0,14.47870334,2.413117223,552535.6667,202,202,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
72261608,8,56,0,8760,0,161.3166427,0.166063285,6569237.091,1,1,829578,276526.0,0,0.055354428,0,0,0,1,0,0,256,229,20,2891938.0,0.0,0.0,1
1579006,4,24,6,0,0,15.19943559,2.533239266,526335.3333,4,4,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
61423,4,188,47,113,113,6740.146199,97.68327825,12284.6,1,1,48,48.0,0,32.56109275,47,0,0,0,0,0,-1,-1,20,0.0,0.0,0.0,0
383948,3,26,0,5840,0,30282.74662,18.23163553,63991.33333,93,609,383855,127951.6667,0,10.41807745,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
10782697,4,24,6,0,0,2.225788223,0.370964704,3594232.333,258,258,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,760.0,0.0,0.0,1
930512,3,26,0,4380,0,12501.71948,9.672094503,116314.0,3,96,930463,186092.6,0,6.448063002,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
1471620,3,65,6,0,0,44.16901102,2.038569739,735810.0,3,3,0,0.0,0,0.0,6,0,0,1,0,0,62881,-1,20,0.0,0.0,0.0,0
909870,3,26,0,11595,0,12785.34296,7.69340675,151645.0,3,3,909826,303275.3333,0,4.396232429,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
48180,1,51,51,112,112,3383.146534,41.51100042,48180.0,48180,0,0,0.0,0,20.75550021,51,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
86588,4,132,33,49,49,3788.053772,92.39155541,12369.71429,1,3,86442,28814.0,0,46.19577771,33,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
54,1,0,0,0,0,0.0,37037.03704,54.0,54,0,0,0.0,0,18518.51852,0,0,0,1,1,1,939,1269,32,0.0,0.0,0.0,0
48750,4,144,36,52,52,5087.179487,123.0769231,9750.0,1,1,3,3.0,0,41.02564103,36,0,0,0,0,0,-1,-1,32,0.0,0.0,0.0,0
1621998,5,30,6,0,0,18.49570715,3.082617858,405499.5,1,1,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
81367668,3,18,6,0,0,0.221218089,0.036869681,40700000.0,38835,38835,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,38835.0,0.0,0.0,1
4,2,12,6,0,0,3000000.0,500000.0,4.0,4,4,0,0.0,0,0.0,6,0,0,1,0,0,32,-1,20,0.0,0.0,0.0,0
173,2,78,39,103,103,1641618.497,23121.38728,57.66666667,4,4,4,4.0,0,11560.69364,39,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
74501,3,26,0,7300,0,156065.0193,107.381109,10643.0,60,202,74433,18608.25,0,67.11319311,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
1703111,3,26,0,5840,0,6830.441469,5.284447109,212888.875,2,4,1703055,340611.0,0,3.522964739,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
61302369,15,941,0,1460,0,101.9210204,0.473064915,2189370.321,4,35083,61200000,4707572.538,0,0.228376166,0,0,1,0,0,0,8192,114,20,221933.3333,289559.5711,34880.11904,0
50884,1,0,0,0,0,0.0,39.30508608,50884.0,50884,0,0,0.0,0,19.65254304,0,0,0,1,1,1,237,110,32,0.0,0.0,0.0,0
222,2,72,36,164,164,1801801.802,18018.01802,74.0,2,3,2,2.0,0,9009.009009,36,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
9672672,4,24,6,0,0,2.481217186,0.413536198,3224224.0,319,319,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,638.0,0.0,0.0,1
23345,1,66,66,122,122,8053.116299,85.67144999,23345.0,23345,0,0,0.0,0,42.83572499,66,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
74457898,20,2688,0,796,0,100.4057353,0.456633895,2256299.939,71,23940,74400000,5725694.538,0,0.188025722,0,0,1,0,0,0,8192,298,20,1862159.833,2858415.661,920211.5453,0
116872014,20,978,0,2920,0,55.00889203,0.325141997,3158703.081,60,841,117000000,6871205.294,0,0.15401463,0,0,1,0,0,0,8192,981,20,142624.5,258382.4078,1425988.872,0
709322,3,26,0,5840,0,16391.70927,12.68817265,88665.25,25,25,709234,141846.8,0,8.458781766,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
112543,2,12,6,0,0,106.6259119,17.77098531,112543.0,112543,112543,0,0.0,0,0.0,6,0,0,1,0,0,253,-1,20,0.0,0.0,0.0,0
1316738,3,26,0,5840,0,8834.711233,6.835072733,164592.25,2,17,1316722,263344.4,0,4.556715155,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
57,1,6,6,6,6,210526.3158,35087.7193,57.0,57,0,0,0.0,0,17543.85965,6,0,0,1,1,1,373,255,20,0.0,0.0,0.0,0
1161612,4,24,6,0,0,20.66094359,3.443490598,387204.0,319,319,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
4395459,4,24,6,0,0,5.460180609,0.910030102,1465153.0,366,366,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
117652712,22,867,0,2550,0,62.27650749,0.348483255,2941317.8,10,48,112000000,6222838.111,0,0.16149224,0,0,1,0,0,0,8192,123,20,155632.0,462029.1786,1269243.493,0
31561,3,26,0,5840,0,368397.706,253.477393,4508.714286,107,484,31454,7863.5,0,158.4233706,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
677492,3,26,0,8760,0,17161.82627,10.33222533,112915.3333,34,139,677458,225819.3333,0,5.904128757,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
619704,3,442,0,859,0,2118.753469,11.29571537,103284.0,3,23424,596297,198765.6667,0,6.454694499,0,0,1,0,0,1,8192,31,20,0.0,0.0,0.0,0
60854,4,172,43,104,104,6244.453939,98.59664114,12170.8,3,3,3,3.0,0,32.86554705,43,0,0,0,0,0,-1,-1,20,0.0,0.0,0.0,0
169,2,64,32,94,94,1491124.26,23668.63905,56.33333333,4,4,48,48.0,0,11834.31953,32,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
85945,2,12,6,0,0,139.6241783,23.27069638,85945.0,85945,85945,0,0.0,0,0.0,6,0,0,1,0,0,252,-1,20,0.0,0.0,0.0,0
71323104,8,56,0,8760,0,163.4393254,0.168248426,6483918.545,57,212,301907,100635.6667,0,0.056082809,0,0,0,1,0,0,256,229,20,1187.0,0.0,40300000.0,1
4,3,0,0,0,0,0.0,750000.0,2.0,1,1,0,0.0,0,0.0,0,0,0,1,0,0,395,-1,32,0.0,0.0,0.0,0
3,2,37,6,0,0,12300000.0,666666.6667,3.0,3,3,0,0.0,1,0.0,6,0,0,1,0,0,62,-1,20,0.0,0.0,0.0,0
1064,3,18,6,6,6,22556.39098,3759.398496,354.6666667,2,2,0,0.0,0,939.8496241,6,1,0,0,0,0,0,0,20,0.0,0.0,0.0,0
10904701,4,24,6,0,0,2.200885655,0.366814276,3634900.333,4,4,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,2999.0,0.0,0.0,1
2071560,4,24,6,0,0,11.58547182,1.93091197,690520.0,350,350,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
142210,44,1313,0,4344,0,784037.6907,703.18543,1436.464646,1,1,119240,2168.0,0,393.7838408,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
9654933,4,24,6,0,0,2.485775924,0.414295987,3218311.0,4,4,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,1156.0,0.0,0.0,1
189,2,90,45,61,61,1121693.122,21164.02116,63.0,3,4,3,3.0,0,10582.01058,45,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
3,2,37,6,0,0,12300000.0,666666.6667,3.0,3,3,0,0.0,1,0.0,6,0,0,1,0,0,60,-1,20,0.0,0.0,0.0,0
144147,47,1313,0,4344,0,773502.05,728.4230681,1386.028846,1,1,119852,2102.666667,0,402.3670281,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
5776047,5,30,6,0,0,5.193863554,0.865643926,1444011.75,240,240,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,1033.0,0.0,0.0,1
1612938,5,30,6,0,0,18.59959899,3.099933165,403234.5,312,312,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
615575,4,24,6,0,0,38.98793811,6.497989684,205191.6667,259,259,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
207,2,102,51,79,79,1256038.647,19323.6715,69.0,4,4,48,48.0,0,9661.835749,51,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
71861369,8,56,0,8760,0,162.2151117,0.166988191,6532851.727,48,131,586065,195355.0,0,0.05566273,0,0,0,1,0,0,256,229,20,882.0,0.0,42100000.0,1
12154,3,137,0,6,6,11765.67385,329.1097581,4051.333333,88,198,0,0.0,0,82.27743953,0,0,0,1,0,0,59,0,32,0.0,0.0,0.0,0
195,2,60,30,132,132,1661538.462,20512.82051,65.0,3,3,48,48.0,0,10256.41026,30,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
984578,3,26,0,7215,0,11815.21423,8.125308508,140654.0,3,9,984521,246130.25,0,5.078317817,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
161,2,12,6,0,0,74534.16149,12422.36025,161.0,161,161,0,0.0,0,0.0,6,0,0,1,0,0,253,-1,20,0.0,0.0,0.0,0
188,2,90,45,61,61,1127659.574,21276.59574,62.66666667,2,2,47,47.0,0,10638.29787,45,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
59807,1,44,44,112,112,2608.390322,33.44090157,59807.0,59807,0,0,0.0,0,16.72045078,44,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
647600,2,20,0,10135,0,17953.98394,10.80914145,107933.3333,4,888,647505,161876.25,0,7.720815318,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
479,3,43,6,0,0,89770.35491,6263.048017,239.5,2,2,0,0.0,0,0.0,6,0,0,1,0,0,946,-1,20,0.0,0.0,0.0,0
12148922,4,24,6,0,0,1.975483915,0.329247319,4049640.667,313,313,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,715.0,0.0,0.0,1
81,1,0,0,0,0,0.0,37037.03704,40.5,2,0,2,2.0,0,24691.35802,0,0,0,1,1,2,243,290,32,0.0,0.0,0.0,0
9659865,4,24,6,0,0,2.484506771,0.414084462,3219955.0,1,1,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,2.0,0.0,0.0,1
74131724,8,56,0,7300,0,157.2471187,0.188853021,5702440.308,29,235,297160,59432.0,0,0.080937009,0,0,0,1,0,0,256,229,20,1785708.0,0.0,0.0,1
8901765,4,24,6,0,0,2.696094539,0.44934909,2967255.0,977,977,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,2010.0,0.0,0.0,1
92,1,6,6,6,6,130434.7826,21739.13043,92.0,92,0,0,0.0,0,10869.56522,6,0,0,1,0,1,946,0,20,0.0,0.0,0.0,0
146659,3,26,0,11595,0,79320.05537,47.72976769,24443.16667,6,49,146601,48867.0,0,27.27415297,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
117,2,12,6,0,0,102564.1026,17094.01709,117.0,117,117,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,0
4900676,3,98,6,46,6,46.32014032,1.428374371,816779.3333,1,91558,4866220,1622073.333,1,0.816213926,6,0,0,1,0,1,257,119,20,0.0,0.0,0.0,0
841586,3,26,0,4380,0,13815.58153,10.69409425,105198.25,14,306,841547,168309.4,0,7.129396164,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
72263633,8,56,0,4380,0,161.3121222,0.19373507,5558741.0,1,1,844172,168834.4,0,0.083029316,0,0,0,1,0,0,256,229,20,2894390.0,0.0,0.0,1
1604,3,26,0,5840,0,7252493.766,5610.972569,200.5,3,3,1471,294.2,0,3740.648379,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
983068,3,26,0,5840,0,11827.25915,7.120565414,163844.6667,71,239,982989,327663.0,0,4.068894522,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
998684,2,12,6,0,0,12.01581281,2.002635468,998684.0,998684,998684,0,0.0,0,0.0,6,0,0,1,0,0,5500,-1,20,0.0,0.0,0.0,0
836786,3,26,0,7300,0,13894.83094,10.75543807,104598.25,3,3,836690,167338.0,0,7.170292046,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
72639,3,26,0,5840,0,160065.5295,110.1336747,10377.0,65,795,72559,18139.75,0,68.83354672,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
6596152,4,24,6,0,0,3.638484983,0.606414164,2198717.333,350,350,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,706.0,0.0,0.0,1
47682,1,43,43,59,59,2139.172015,41.94454931,47682.0,47682,0,0,0.0,0,20.97227465,43,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
250,2,31,0,6,6,148000.0,12000.0,125.0,91,250,0,0.0,1,4000.0,0,0,0,1,0,0,978,0,32,0.0,0.0,0.0,0
14539,3,26,0,7215,0,800123.8049,550.2441709,2077.0,4,4,14522,3630.5,0,343.9026068,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
5113357,5,135,6,46,46,35.39748936,1.173397437,1022671.4,48,48,0,0.0,1,0.19556624,6,0,0,1,0,0,251,127,20,0.0,0.0,0.0,0
25202,4,136,34,112,112,23172.76407,317.4351242,3600.285714,3,3,1622,540.6666667,0,158.7175621,34,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
88178949,2,105,43,167,112,4.354780867,0.045362301,29400000.0,23411,88100000,88200000,88200000.0,0,0.02268115,43,0,0,0,0,1,-1,-1,32,23411.0,0.0,0.0,0
84776,1,48,48,48,48,1132.395961,23.59158252,84776.0,84776,0,0,0.0,0,11.79579126,48,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
115812212,22,2986,0,2910,0,80.66506838,0.30221338,3406241.529,3,3,116000000,9651012.083,0,0.112250684,0,0,1,0,0,0,65535,0,32,19638.0,0.0,0.0,0
10956705,4,24,6,0,0,2.190439553,0.365073259,3652235.0,3,3,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,2418.0,0.0,0.0,1
186,2,88,44,60,60,1118279.57,21505.37634,62.0,4,4,48,48.0,0,10752.68817,44,0,0,0,0,1,-1,-1,20,0.0,0.0,0.0,0
7001059,4,24,6,0,0,3.428052813,0.571342136,2333686.333,318,318,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,725.0,0.0,0.0,1
789641,3,26,0,5840,0,14732.01113,10.1311862,112805.8571,3,4,789501,197375.25,0,6.331991373,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
117255155,12,622,0,1430,0,44.16863378,0.204681833,5098050.217,1,251,117000000,10700000.0,0,0.102340916,0,0,1,0,0,1,8192,351,20,144472.0,81129.18943,676044.2874,0
11323482,5,30,6,0,0,2.649361742,0.44156029,2830870.5,1,1,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,997.0,0.0,0.0,1
189539,48,1337,0,2896,0,565466.7377,590.9074122,1707.558559,0,1,166335,2640.238095,0,337.6613784,0,0,1,0,0,1,29200,61,20,0.0,0.0,0.0,0
1136964,5,30,6,0,0,26.38605972,4.397676619,284241.0,2,2,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
4811434,4,24,6,0,0,4.988117888,0.831352981,1603811.333,316,316,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
2668111,5,30,6,0,0,11.24391002,1.873985003,667027.75,1,1,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
186,2,86,43,59,59,1096774.194,21505.37634,62.0,4,4,48,48.0,0,10752.68817,43,0,0,0,0,1,-1,-1,32,0.0,0.0,0.0,0
683046,3,26,0,5840,0,17031.06379,11.71224193,97578.0,3,3,682953,170738.25,0,7.320151205,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
284700,3,26,0,4380,0,40860.55497,31.61222339,35587.5,3,91,284651,56930.2,0,21.0748156,0,0,1,0,0,2,8192,229,20,0.0,0.0,0.0,1
61020,4,24,6,0,0,393.3136676,65.55227794,20340.0,4,4,0,0.0,0,0.0,6,0,0,1,0,0,256,-1,20,0.0,0.0,0.0,1
1203999,3,26,0,7215,0,9661.968158,6.644523791,171999.8571,3,3,1203955,300988.75,0,4.152827369,0,0,1,0,0,1,8192,229,20,0.0,0.0,0.0,1
